period,city,買賣_棟數,買賣_坪數,拍賣_棟數,拍賣_坪數,繼承_棟數,繼承_坪數,贈與_棟數,贈與_坪數
105Q2,臺東縣,309,13830.41,9,277.95,114,6762.21,100,4034.9700000000003
105Q2,花蓮縣,719,32632.51,14,462.01,171,8452.86,150,5949.09
105Q2,苗栗縣,1014,42659.42,16,540.33,304,15506.67,150,7344.039999999999
105Q2,連江縣,1,44.76,0,0.0,0,0.0,1,34.41
105Q2,金門縣,213,4330.93,0,0.0,31,1433.3,14,730.1400000000001
105Q2,雲林縣,860,43772.58,34,3167.6,309,16959.95,190,12018.17
105Q2,高雄市,8486,277498.58,172,5950.8,1689,68938.75,1045,35602.97
105Q3,區域別總計,67206,2291889.7,1186,52515.81,13168,541742.52,9326,332750.26
105Q3,南投縣,548,23829.2,16,534.48,212,10480.93,172,6843.620000000001
105Q3,嘉義市,819,29024.37,22,782.77,165,7396.22,134,4438.05
105Q3,嘉義縣,715,32075.81,30,10807.39,273,12218.53,160,7599.139999999999
105Q3,基隆市,2393,48301.66,33,933.77,264,7408.98,166,4116.83
105Q3,宜蘭縣,1400,59560.84,27,881.68,324,16233.74,175,6507.6
105Q3,屏東縣,1095,46014.31,60,2013.75,398,19339.9,290,12228.800000000001
105Q3,彰化縣,1465,83208.81,69,2594.14,419,23472.89,330,15209.689999999999
105Q3,新北市,12110,320157.69,173,5165.44,2465,80814.85,1619,41293.58
105Q3,新竹市,3427,126504.2,31,904.34,337,16039.35,281,8687.04
105Q3,新竹縣,3166,102447.79,33,1599.34,236,15313.27,237,10086.3
105Q3,桃園市,9453,279615.46,83,2440.5,1023,50157.36,933,33057.48
105Q3,澎湖縣,60,2768.19,12,277.06,139,3034.69,30,885.07
105Q3,臺中市,8165,291109.62,137,6052.22,1280,58056.91,1137,56059.25
105Q3,臺北市,6622,233971.93,95,2372.52,2311,78179.78,1291,33602.17
105Q3,臺南市,4332,186330.78,134,5812.19,897,37064.26,699,27442.73
105Q3,臺東縣,262,11331.18,7,264.81,128,7748.53,99,4155.96
105Q3,花蓮縣,696,23952.81,15,695.63,154,9671.92,122,5025.07
105Q3,苗栗縣,1376,52494.67,26,802.8,269,14141.65,172,7814.33
105Q3,連江縣,0,0.0,0,0.0,0,0.0,1,34.41
105Q3,金門縣,118,3597.81,0,0.0,28,1451.97,35,1072.83
105Q3,雲林縣,864,42696.28,33,1660.56,240,13003.5,172,8177.3099999999995
105Q3,高雄市,8120,292896.3,150,5920.41,1606,60513.29,1071,38413.03
105Q4,區域別總計,69609,2327634.7,1352,119313.43,12814,532370.82,11263,388487.15
105Q4,南投縣,619,29197.61,32,1285.28,233,13788.73,164,7539.280000000001
105Q4,嘉義市,678,24275.55,15,919.77,199,8114.64,145,5336.7
105Q4,嘉義縣,731,31913.07,32,918.14,192,9759.9,159,8160.06
105Q4,基隆市,2040,43955.2,21,401.01,226,6473.23,206,4581.59
105Q4,宜蘭縣,1466,60490.77,12,282.71,296,11447.68,195,9172.43
105Q4,屏東縣,1261,58967.99,53,3918.85,403,21697.15,393,17287.31
105Q4,彰化縣,1822,100300.92,72,3652.76,458,22994.46,415,20675.61
105Q4,新北市,12869,359098.45,221,5145.9,2410,101960.49,2030,54945.84
105Q4,新竹市,2330,60193.53,21,793.18,250,9034.96,222,6980.2
105Q4,新竹縣,3289,93286.48,35,1884.66,224,11857.89,293,11222.36
105Q4,桃園市,9818,304321.13,84,2738.73,1042,42060.99,1006,33846.29
105Q4,澎湖縣,87,3572.13,4,114.59,101,2892.12,47,1659.15
105Q4,臺中市,9599,338190.68,143,5447.98,1310,58993.14,1409,55763.53
105Q4,臺北市,5680,161826.21,119,4569.81,2036,60396.09,1791,42856.869999999995
105Q4,臺南市,4817,193787.68,228,68671.84,1000,44189.11,808,33847.76
105Q4,臺東縣,334,15398.44,31,1132.28,100,4812.23,91,3295.1600000000003
105Q4,花蓮縣,679,26260.36,15,560.48,208,9936.27,140,5614.88
105Q4,苗栗縣,1467,61761.51,10,581.6,307,17296.77,267,12810.91
105Q4,連江縣,0,0.0,0,0.0,0,0.0,2,75.45
105Q4,金門縣,104,2737.36,0,0.0,24,1397.46,34,1537.03
105Q4,雲林縣,959,56431.71,39,2182.01,243,13316.66,169,8353.89
105Q4,高雄市,8960,301667.92,165,14111.85,1552,59950.85,1277,42924.84
106Q1,區域別總計,59715,2016494.79,1149,71067.96,12495,533182.94,13090,490118.55000000005
106Q1,南投縣,639,29325.91,13,597.5,215,9617.03,198,10405.06
106Q1,嘉義市,734,29881.52,20,1342.78,210,9053.22,190,7738.98
106Q1,嘉義縣,594,31189.56,25,828.58,219,10379.6,167,9709.49
106Q1,基隆市,1221,27931.26,36,876.69,272,7891.55,201,5350.0
106Q1,宜蘭縣,1134,51468.34,24,827.26,274,15250.9,180,8250.11
106Q1,屏東縣,1286,58201.26,47,1879.16,496,30130.46,384,27134.11
106Q1,彰化縣,1476,79401.43,58,2366.06,443,25221.8,472,28359.92
106Q1,新北市,11981,313832.49,180,6058.71,2287,76275.47,2559,70842.37
106Q1,新竹市,1795,54533.45,21,1245.32,228,8408.43,249,8458.83
106Q1,新竹縣,2128,73514.24,22,1054.94,170,7731.56,250,11926.61
106Q1,桃園市,7630,246298.44,82,10258.43,992,47529.56,1150,43113.04
106Q1,澎湖縣,66,2585.82,2,36.29,115,3331.37,43,1760.12
106Q1,臺中市,8624,283045.25,116,4840.02,1331,61395.71,1559,62792.299999999996
106Q1,臺北市,5197,145745.47,133,2745.15,1995,56706.78,2541,65211.71
106Q1,臺南市,4257,170396.83,101,3879.65,950,45680.62,879,39905.310000000005
106Q1,臺東縣,314,12886.01,6,55.34,98,5644.71,107,4241.78
106Q1,花蓮縣,742,36273.94,23,793.58,194,9943.02,165,7157.46
106Q1,苗栗縣,1178,44335.73,23,6939.55,268,14151.92,202,9533.39
106Q1,連江縣,1,28.04,0,0.0,0,0.0,1,33.33
106Q1,金門縣,108,2756.11,0,0.0,32,1621.19,24,1269.1
106Q1,雲林縣,845,52348.37,33,1722.53,263,13539.17,215,14472.970000000001
106Q1,高雄市,7765,270515.32,184,22720.43,1443,73678.88,1354,52452.56
106Q2,區域別總計,69395,2240692.84,1276,75502.02,13826,570078.72,10207,362936.09
106Q2,南投縣,689,33839.2,20,759.26,278,14501.98,181,9055.77
106Q2,嘉義市,727,24813.26,21,1016.85,164,6694.04,151,5355.9
106Q2,嘉義縣,925,36035.45,25,1341.55,187,8243.58,191,8123.77
106Q2,基隆市,1428,33922.35,25,562.32,283,8493.5,204,4760.3
106Q2,宜蘭縣,1214,52356.23,21,697.56,333,14695.62,181,8086.57
106Q2,屏東縣,1255,56443.83,64,3055.55,439,18325.75,328,12633.07
106Q2,彰化縣,1798,91924.91,65,9498.63,505,27479.96,407,19463.309999999998
106Q2,新北市,13546,348476.11,144,4259.81,2549,80669.34,1938,49357.45
106Q2,新竹市,1946,59199.62,20,851.38,261,11070.29,193,6249.73
106Q2,新竹縣,2384,79828.15,27,805.96,205,11422.7,210,8652.32
106Q2,桃園市,9188,279612.22,102,5079.6,1039,48082.96,914,35199.37
106Q2,澎湖縣,115,3479.95,0,0.0,137,3925.46,30,916.98
106Q2,臺中市,10458,336948.61,144,24965.31,1477,72778.19,1201,46886.21
106Q2,臺北市,5901,143123.89,179,4660.58,2315,62878.99,1535,38809.29
106Q2,臺南市,4939,197350.04,108,4166.65,1070,51926.03,703,30893.65
106Q2,臺東縣,305,12448.43,4,83.76,113,5784.36,95,4230.99
106Q2,花蓮縣,760,29703.76,14,402.6,183,10963.89,149,5732.629999999999
106Q2,苗栗縣,1358,66587.17,24,1082.65,330,22335.72,219,10264.5
106Q2,連江縣,1,38.12,0,0.0,0,0.0,0,0.0
106Q2,金門縣,179,4591.24,1,50.48,23,1622.07,28,1172.94
106Q2,雲林縣,1132,51301.69,69,3492.89,316,20056.57,207,17471.37
106Q2,高雄市,9147,298668.61,199,8668.65,1619,68127.7,1142,39619.97
106Q3,區域別總計,67920,2260690.51,1224,115402.13,14192,601036.19,9598,329608.82
106Q3,南投縣,594,27960.87,19,3074.06,263,14046.99,172,10477.369999999999
106Q3,嘉義市,784,26411.11,20,489.54,211,7348.7,146,4790.87
106Q3,嘉義縣,961,36704.3,14,1798.35,201,10389.19,130,6319.69
106Q3,基隆市,1540,34294.58,28,571.46,278,8555.5,198,4518.360000000001
106Q3,宜蘭縣,1204,46622.91,13,442.95,332,16301.01,197,8100.58
106Q3,屏東縣,1204,63221.33,90,31022.49,411,23340.25,337,13579.699999999999
106Q3,彰化縣,1777,91233.96,61,2225.67,523,25293.57,341,15887.519999999999
106Q3,新北市,13288,355441.6,175,5821.72,2700,87185.96,1775,44038.58
106Q3,新竹市,1832,48661.57,18,727.8,253,11961.49,168,5543.34
106Q3,新竹縣,2454,87846.51,28,2319.73,171,7354.24,207,8557.95
106Q3,桃園市,9194,284139.99,99,6809.64,1137,50396.15,904,29376.77
106Q3,澎湖縣,74,2986.61,1,56.85,115,2789.57,46,1491.88
106Q3,臺中市,9844,327700.26,143,8196.54,1439,76231.25,1192,51964.2
106Q3,臺北市,6053,154301.82,119,3517.71,2357,81221.11,1323,31986.870000000003
106Q3,臺南市,4994,205270.49,127,9087.04,1101,49261.56,683,25110.010000000002
106Q3,臺東縣,302,14025.46,4,111.98,104,7062.14,91,3344.8900000000003
106Q3,花蓮縣,739,27042.2,15,580.52,180,9276.19,150,6126.04
106Q3,苗栗縣,1433,71975.94,22,810.92,347,20857.57,199,8232.11
106Q3,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
106Q3,金門縣,159,4414.81,0,0.0,38,1982.98,22,839.13
106Q3,雲林縣,854,50705.24,51,27926.98,326,22513.83,209,10805.08
106Q3,高雄市,8636,299728.94,177,9810.2,1705,67666.95,1108,38517.899999999994
106Q4,區域別總計,69056,2285496.23,1250,51385.54,13008,534365.68,10099,344678.88
106Q4,南投縣,632,28911.63,20,702.28,218,11719.76,174,7433.27
106Q4,嘉義市,903,48001.1,13,316.04,198,6558.16,158,5155.62
106Q4,嘉義縣,661,28895.54,18,962.9,181,10189.05,155,6064.889999999999
106Q4,基隆市,1654,40363.11,16,446.61,265,7817.39,195,4706.92
106Q4,宜蘭縣,1153,45196.11,23,801.85,243,10327.97,197,8310.32
106Q4,屏東縣,1275,50766.78,50,3057.39,405,20130.92,287,11761.81
106Q4,彰化縣,1766,91764.15,43,2691.22,450,23448.15,360,16490.89
106Q4,新北市,13179,374435.33,228,6747.21,2411,81218.34,1811,45423.91
106Q4,新竹市,1785,54442.66,29,1150.84,248,12854.57,195,5451.469999999999
106Q4,新竹縣,2507,77248.77,26,1781.45,176,9700.2,197,9006.029999999999
106Q4,桃園市,9598,281537.87,118,5241.2,1066,49703.31,938,34874.5
106Q4,澎湖縣,85,3525.15,2,157.27,85,1919.28,32,1112.56
106Q4,臺中市,10406,343694.62,139,5025.3,1338,68078.5,1207,44944.94
106Q4,臺北市,6296,172189.54,188,5230.18,2326,70874.56,1670,38395.479999999996
106Q4,臺南市,5305,208253.08,96,6993.39,979,41560.34,803,29627.69
106Q4,臺東縣,272,11267.34,8,270.71,112,6602.64,123,5075.370000000001
106Q4,花蓮縣,764,28536.46,11,312.33,165,8468.51,145,10671.94
106Q4,苗栗縣,1318,66514.41,16,671.4,229,11827.68,183,7807.32
106Q4,連江縣,1,66.52,0,0.0,0,0.0,3,52.41
106Q4,金門縣,180,4926.48,1,546.91,30,1572.78,22,1352.6100000000001
106Q4,雲林縣,889,44051.99,19,830.42,281,15687.41,168,13865.97
106Q4,高雄市,8427,280907.6,186,7448.63,1602,64106.16,1076,37092.98
107Q1,區域別總計,66060,2207121.57,1231,51948.72,13176,545589.38,13321,481404.04000000004
107Q1,南投縣,639,30058.68,14,695.87,241,12289.75,248,13906.09
107Q1,嘉義市,664,23185.16,18,1435.48,177,6435.08,162,6478.36
107Q1,嘉義縣,761,35114.94,23,683.76,226,12396.26,174,7000.07
107Q1,基隆市,1790,41964.87,14,383.85,274,7682.1,229,5879.94
107Q1,宜蘭縣,1162,42006.86,15,425.71,304,12683.85,234,9821.13
107Q1,屏東縣,1328,65228.47,43,6259.06,412,23156.79,344,18977.1
107Q1,彰化縣,2071,106170.26,42,2460.75,476,28075.36,515,27388.870000000003
107Q1,新北市,12522,337125.93,212,6633.48,2420,77959.71,2646,74019.0
107Q1,新竹市,1641,45854.25,20,557.5,218,9230.35,234,10791.06
107Q1,新竹縣,3326,105676.81,27,906.79,273,15358.82,318,12396.16
107Q1,桃園市,7657,247751.65,151,3560.42,990,46737.81,1103,41967.57
107Q1,澎湖縣,97,3692.42,3,98.04,91,2535.8,46,2033.24
107Q1,臺中市,9272,312879.54,93,3776.7,1337,61981.93,1473,62630.55
107Q1,臺北市,6573,185260.11,140,3858.37,2205,70002.54,2621,64968.39
107Q1,臺南市,5226,198114.6,104,5756.37,1061,47985.18,816,33911.46
107Q1,臺東縣,308,11850.38,5,124.38,110,5860.54,113,4989.94
107Q1,花蓮縣,688,26338.63,8,197.31,193,9781.0,148,5617.43
107Q1,苗栗縣,1338,61410.38,25,1091.99,318,14075.76,262,12872.48
107Q1,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
107Q1,金門縣,155,3901.11,0,0.0,43,2026.03,38,1081.6799999999998
107Q1,雲林縣,813,51761.88,28,1097.36,238,11409.4,213,12966.789999999999
107Q1,高雄市,8029,271774.64,246,11945.54,1569,67925.32,1384,51706.72
107Q2,區域別總計,70070,2301686.9,1318,56438.57,14701,611716.99,10154,355157.89
107Q2,南投縣,696,34591.0,19,593.86,246,14088.81,212,10036.95
107Q2,嘉義市,737,25396.44,12,369.96,233,9597.87,133,4611.79
107Q2,嘉義縣,742,29448.43,10,466.55,267,21913.46,158,7503.150000000001
107Q2,基隆市,1373,33513.02,34,2756.13,321,9571.58,208,4366.7300000000005
107Q2,宜蘭縣,1375,51090.68,17,759.1,337,15947.9,197,7145.26
107Q2,屏東縣,1304,77025.02,42,1421.58,398,18038.02,267,10795.039999999999
107Q2,彰化縣,1936,99058.63,47,2897.53,587,32957.57,358,18080.15
107Q2,新北市,14957,398259.97,260,7451.68,2742,86231.28,1900,47156.71
107Q2,新竹市,1810,53936.54,22,679.19,274,13415.3,205,6309.57
107Q2,新竹縣,2561,76077.18,31,1293.53,221,11820.8,196,9114.16
107Q2,桃園市,8885,272805.68,123,8923.75,1164,45231.85,980,32198.15
107Q2,澎湖縣,71,3614.38,3,111.35,100,3718.08,35,1515.5600000000002
107Q2,臺中市,9724,322165.61,128,5121.1,1575,71776.6,1314,49026.170000000006
107Q2,臺北市,6626,172812.67,167,6527.02,2409,76071.05,1446,35469.94
107Q2,臺南市,5548,200110.35,89,6175.57,1158,48256.52,707,27764.05
107Q2,臺東縣,310,21355.89,7,271.58,117,5636.09,167,14088.1
107Q2,花蓮縣,643,24997.36,20,504.68,234,10254.2,153,6796.13
107Q2,苗栗縣,1278,52185.89,30,1209.42,327,23862.52,182,9927.01
107Q2,連江縣,1,605.18,0,0.0,3,84.49,0,0.0
107Q2,金門縣,166,4405.22,0,0.0,37,1749.0,18,989.77
107Q2,雲林縣,971,52842.99,30,1519.86,286,21939.39,176,12144.15
107Q2,高雄市,8356,295388.77,227,7385.15,1665,69554.59,1142,40119.37
107Q3,區域別總計,69702,2291739.92,1414,45171.36,14382,593254.55,9424,328501.39
107Q3,南投縣,616,26806.28,23,815.07,266,13795.37,177,8774.91
107Q3,嘉義市,753,26822.61,16,379.26,188,7425.37,131,4480.07
107Q3,嘉義縣,628,35679.55,16,742.86,199,10806.46,152,8327.89
107Q3,基隆市,1340,33033.34,26,663.78,290,9053.96,182,4356.43
107Q3,宜蘭縣,1257,46173.99,27,1134.91,315,13354.37,172,7338.67
107Q3,屏東縣,1234,59849.97,40,1483.52,412,20117.34,226,10655.949999999999
107Q3,彰化縣,1896,93580.44,44,2542.74,613,39280.06,366,18417.68
107Q3,新北市,14918,421714.23,246,5973.46,2730,91925.52,1809,46452.14
107Q3,新竹市,1952,51231.62,11,292.64,293,10553.41,171,5612.01
107Q3,新竹縣,3253,100896.07,62,3109.63,239,11709.97,283,10503.95
107Q3,桃園市,9065,273872.95,143,5798.46,1146,53958.09,970,31713.45
107Q3,澎湖縣,150,4326.43,1,46.95,122,4586.12,33,1193.6
107Q3,臺中市,9355,311453.46,115,4822.46,1493,74771.3,1162,47891.41
107Q3,臺北市,6853,179963.7,219,4429.63,2364,69917.95,1313,30401.989999999998
107Q3,臺南市,5076,216327.13,99,3105.26,1031,45507.63,652,25411.21
107Q3,臺東縣,340,14205.61,12,449.98,111,4981.53,87,3497.26
107Q3,花蓮縣,722,27525.69,17,385.65,217,9962.57,140,8199.93
107Q3,苗栗縣,1242,46407.38,21,1145.19,303,18751.27,194,10416.74
107Q3,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
107Q3,金門縣,193,7033.24,2,109.6,25,1760.63,19,896.0999999999999
107Q3,雲林縣,818,42277.71,26,1021.62,291,14295.85,198,10081.56
107Q3,高雄市,8041,272558.53,248,6718.66,1734,66739.79,987,33878.44
107Q4,區域別總計,72135,2400179.61,1271,56028.91,14056,586226.97,10126,338656.17
107Q4,南投縣,741,28674.23,18,771.82,260,13760.81,177,7779.62
107Q4,嘉義市,557,21719.71,8,227.05,155,5653.76,106,3638.95
107Q4,嘉義縣,677,31536.62,29,1526.0,233,15226.8,131,5985.45
107Q4,基隆市,1391,33545.19,23,678.69,265,7609.02,238,5427.98
107Q4,宜蘭縣,1211,42325.49,20,1253.38,253,9973.58,159,6195.61
107Q4,屏東縣,1580,82997.45,52,4408.73,465,22878.53,316,12394.62
107Q4,彰化縣,2175,86532.64,34,1453.59,541,26705.82,401,16204.0
107Q4,新北市,14256,413755.59,218,5414.21,2635,92584.45,1848,46381.11
107Q4,新竹市,2228,71210.16,43,1598.6,275,11682.66,191,5662.45
107Q4,新竹縣,2616,78251.55,25,2038.89,192,8773.64,193,7230.42
107Q4,桃園市,8973,299444.7,143,7774.26,1170,49696.02,969,33978.5
107Q4,澎湖縣,115,5234.12,10,346.56,155,5924.46,45,1703.1599999999999
107Q4,臺中市,11453,368201.19,138,4716.24,1478,64754.2,1300,48786.81
107Q4,臺北市,6780,175156.8,172,4658.75,2228,77145.54,1564,37839.19
107Q4,臺南市,5166,213680.74,87,4275.32,1037,45858.82,677,25870.0
107Q4,臺東縣,350,13909.91,11,290.51,120,8986.01,100,3787.61
107Q4,花蓮縣,675,26701.52,16,569.45,236,10129.98,151,5724.28
107Q4,苗栗縣,1421,66393.16,20,960.45,266,19515.7,177,8494.8
107Q4,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
107Q4,金門縣,142,5240.46,1,12.08,50,3937.2,14,721.61
107Q4,雲林縣,779,50150.42,24,5198.51,271,16989.57,173,13028.070000000002
107Q4,高雄市,8849,285517.97,179,7855.81,1771,68440.38,1196,41821.96
108Q1,區域別總計,64224,2123715.48,1173,46273.73,12856,514792.4,13575,490779.58999999997
108Q1,南投縣,802,38330.32,24,4209.39,199,10431.01,229,11473.5
108Q1,嘉義市,683,25745.4,12,1878.91,163,6374.5,139,4539.12
108Q1,嘉義縣,571,23292.29,13,548.87,192,10718.64,176,8914.369999999999
108Q1,基隆市,1141,27178.11,17,336.26,267,8663.73,251,6157.21
108Q1,宜蘭縣,911,34220.45,11,314.19,291,13612.77,244,9915.2
108Q1,屏東縣,1257,54002.3,44,1966.54,422,20343.56,261,11154.95
108Q1,彰化縣,1909,117578.89,42,1880.52,501,27239.37,499,25084.899999999998
108Q1,新北市,12699,331676.32,196,6100.9,2363,74042.1,2768,74765.18
108Q1,新竹市,1471,41851.83,18,430.24,259,9436.18,276,8709.31
108Q1,新竹縣,2458,80607.81,38,2011.86,179,8117.73,220,9624.16
108Q1,桃園市,7553,243392.24,112,3794.02,978,41319.04,1204,47616.649999999994
108Q1,澎湖縣,81,3828.98,3,17.01,88,2758.57,38,1353.1499999999999
108Q1,臺中市,9283,309740.49,142,5525.44,1321,59858.95,1532,69508.34
108Q1,臺北市,5771,156484.75,194,4991.63,2213,64361.43,2647,65090.46
108Q1,臺南市,5350,210349.31,75,3029.63,1001,43141.03,885,43582.33
108Q1,臺東縣,253,10376.81,11,324.52,101,6120.66,108,4116.43
108Q1,花蓮縣,650,21460.56,10,340.13,148,6550.67,161,7531.77
108Q1,苗栗縣,1101,43646.63,28,640.68,288,15922.7,242,11537.67
108Q1,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
108Q1,金門縣,116,3125.76,1,40.3,32,1875.66,27,1395.72
108Q1,雲林縣,860,45865.65,29,1988.36,292,19709.41,221,15261.18
108Q1,高雄市,9304,300960.59,153,5904.34,1558,64194.69,1447,53447.979999999996
108Q2,區域別總計,78927,2543085.87,1367,89849.96,15314,621641.48,10181,347394.82
108Q2,南投縣,860,40196.23,25,1185.17,348,16906.84,217,9368.78
108Q2,嘉義市,932,33223.97,31,989.83,175,6512.38,153,5920.99
108Q2,嘉義縣,828,33253.32,23,853.38,237,12055.51,161,7411.42
108Q2,基隆市,1600,46422.8,37,1094.6,356,9328.14,216,4769.7
108Q2,宜蘭縣,1289,46532.92,22,870.45,326,14328.38,162,7794.52
108Q2,屏東縣,1548,70648.34,48,3006.66,467,25312.43,313,13313.369999999999
108Q2,彰化縣,2070,103762.96,34,2219.04,610,33110.77,381,18702.06
108Q2,新北市,15367,416428.23,215,6150.71,2862,88288.53,1858,47863.75
108Q2,新竹市,2235,59119.96,28,904.44,296,11572.73,231,6302.42
108Q2,新竹縣,3321,99673.91,28,967.42,247,13171.47,210,7499.23
108Q2,桃園市,10155,313111.62,122,8553.41,1167,56214.12,992,34658.58
108Q2,澎湖縣,102,4130.52,4,270.48,119,4553.82,41,1872.25
108Q2,臺中市,10753,342625.84,120,10833.34,1539,77825.85,1256,48783.75
108Q2,臺北市,7416,186209.8,193,5739.64,2748,76604.02,1491,35332.59
108Q2,臺南市,6192,243429.23,81,3003.2,1150,47535.42,616,24391.63
108Q2,臺東縣,306,11736.76,7,340.59,128,5786.97,107,4157.95
108Q2,花蓮縣,746,27610.61,9,477.57,199,9773.36,151,5445.7
108Q2,苗栗縣,1408,54122.03,26,4546.58,304,19761.25,175,7288.26
108Q2,連江縣,0,0.0,0,0.0,0,0.0,1,17.77
108Q2,金門縣,126,3347.91,0,0.0,33,1344.52,23,1096.8700000000001
108Q2,雲林縣,1293,59871.9,26,1824.02,292,20540.33,248,12419.849999999999
108Q2,高雄市,10380,347627.01,288,36019.41,1711,71114.66,1178,42983.37
108Q3,區域別總計,75640,2445080.29,1308,47576.5,14942,617586.56,9602,326905.14
108Q3,南投縣,775,37668.14,26,1310.63,309,16880.51,224,10476.52
108Q3,嘉義市,915,30224.24,21,848.72,191,8421.28,124,3813.81
108Q3,嘉義縣,710,42798.7,22,1003.19,192,8110.03,157,7199.81
108Q3,基隆市,1619,46606.26,32,700.14,298,7885.19,194,4619.22
108Q3,宜蘭縣,1301,49369.49,27,1019.78,344,15364.25,191,7088.360000000001
108Q3,屏東縣,1388,70504.37,65,3414.61,486,21943.2,290,12599.2
108Q3,彰化縣,2445,125573.19,46,2952.82,630,33960.34,414,19313.54
108Q3,新北市,15587,400980.58,228,5846.3,2913,95055.95,1658,46074.18
108Q3,新竹市,1878,43656.17,13,497.68,301,11600.33,193,5389.12
108Q3,新竹縣,2225,66738.61,51,1210.02,198,9724.41,210,8487.84
108Q3,桃園市,10518,330159.21,129,3939.21,1160,56761.22,916,32445.02
108Q3,澎湖縣,81,2730.58,1,13.69,116,3074.92,42,2250.8199999999997
108Q3,臺中市,11031,347146.91,151,5594.47,1617,78573.16,1255,43490.1
108Q3,臺北市,7166,180858.56,171,4489.7,2420,76375.78,1299,31351.730000000003
108Q3,臺南市,5635,212623.68,67,3568.38,991,42539.12,631,24620.41
108Q3,臺東縣,332,14175.56,8,182.13,112,4990.91,120,3947.65
108Q3,花蓮縣,789,26510.2,12,394.84,229,11425.42,145,5469.92
108Q3,苗栗縣,1831,70486.96,20,705.0,416,24793.06,261,10385.64
108Q3,連江縣,0,0.0,0,0.0,0,0.0,1,39.48
108Q3,金門縣,173,5284.9,2,99.63,31,1714.77,17,965.05
108Q3,雲林縣,927,48108.23,32,1353.69,302,17781.62,203,9831.01
108Q3,高雄市,8314,292875.73,184,8431.89,1686,70611.11,1057,37046.71
108Q4,區域別總計,81484,2650167.37,1269,65222.13,14565,604825.44,10598,352732.06
108Q4,南投縣,673,32005.89,20,1991.89,235,13969.9,203,8686.46
108Q4,嘉義市,778,28172.97,26,1388.99,180,6663.58,133,5298.26
108Q4,嘉義縣,719,46735.01,25,1025.67,238,14746.85,121,5900.110000000001
108Q4,基隆市,1522,39636.28,27,472.46,316,8671.16,197,4687.950000000001
108Q4,宜蘭縣,1497,53780.3,18,1147.87,300,13258.29,198,7087.2300000000005
108Q4,屏東縣,1627,80704.19,43,4453.57,428,18781.47,300,11774.26
108Q4,彰化縣,1813,90664.73,30,2409.64,503,27271.57,339,18171.54
108Q4,新北市,16382,420887.15,179,5087.64,2821,86111.42,2007,51044.47
108Q4,新竹市,2479,60969.04,23,2953.87,241,9894.61,197,6129.59
108Q4,新竹縣,2917,90398.98,25,735.71,239,14146.2,254,10153.58
108Q4,桃園市,12158,391488.53,130,10493.24,1195,58372.04,988,32179.33
108Q4,澎湖縣,117,5153.09,7,341.04,119,3651.54,30,905.27
108Q4,臺中市,12371,395721.51,149,5428.28,1440,70127.43,1526,49038.34
108Q4,臺北市,7390,191428.49,199,7440.39,2402,76314.57,1638,39562.73
108Q4,臺南市,6005,239885.3,99,4384.38,1127,50573.68,692,27129.359999999997
108Q4,臺東縣,293,13409.55,7,191.13,102,4987.42,93,3801.97
108Q4,花蓮縣,762,26299.1,11,390.41,174,8683.58,156,5936.41
108Q4,苗栗縣,1452,61718.66,27,1472.84,393,21427.2,207,9530.11
108Q4,連江縣,0,0.0,0,0.0,0,0.0,0,0.0
108Q4,金門縣,151,4481.64,2,77.56,34,2253.24,26,1011.99
108Q4,雲林縣,1126,52711.51,19,886.96,267,16516.17,209,14486.82
108Q4,高雄市,9252,323915.44,203,12448.6,1811,78403.51,1084,40216.270000000004
109Q1,區域別總計,69361,2281054.8,1335,53631.67,14424,591321.28,13229,466318.86
109Q1,南投縣,577,31242.96,22,1043.88,241,17008.5,196,9731.99
109Q1,嘉義市,715,24908.68,16,569.32,190,7583.81,149,6064.51
109Q1,嘉義縣,727,39244.49,24,979.99,216,11876.43,168,9105.27
109Q1,基隆市,1312,36631.55,44,1034.82,282,8255.23,241,5843.86
109Q1,宜蘭縣,1662,75416.36,15,827.26,362,16333.83,224,9251.27
109Q1,屏東縣,1385,60431.96,31,1286.51,422,24551.1,332,14985.01
109Q1,彰化縣,1676,90134.48,33,3285.84,502,22218.2,447,25309.309999999998
109Q1,新北市,13261,341804.57,325,9562.04,2701,85581.33,2775,73977.98999999999
109Q1,新竹市,1829,48693.58,38,2300.39,264,12997.77,262,11160.85
109Q1,新竹縣,2542,82650.73,22,736.86,281,14755.18,253,12514.560000000001
109Q1,桃園市,9692,319298.36,123,3770.31,1182,45677.9,1131,43571.5
109Q1,澎湖縣,104,3355.73,5,224.73,92,2752.92,36,1249.95
109Q1,臺中市,10444,333163.35,116,5611.9,1480,70847.17,1414,56562.600000000006
109Q1,臺北市,6741,166524.25,172,5722.82,2311,76035.75,2703,63317.09
109Q1,臺南市,5212,198073.62,78,7543.55,1102,48173.19,804,32762.02
109Q1,臺東縣,283,15228.45,29,438.81,123,6848.32,87,4760.389999999999
109Q1,花蓮縣,779,26249.22,19,659.66,186,7664.1,165,6653.57
109Q1,苗栗縣,1154,61025.03,17,819.46,368,22564.48,238,12237.75
